1995,CD,O
HARLEY,NNP,O
DAVIDSON,NNP,O
DYNA,NNP,O
WIDE,NNP,O
GLIDE,NNP,O
1340,CD,O
EVOLUTION,NNP,O
MOTOR,NNP,O
5,CD,O
SPEED,NNP,O
TRANSMISSION,NNP,O
WIDE,NNP,O
GLIDE,NNP,O
FRONT,NNP,O
END,NNP,O
S,NNP,O
&,CC,O
S,NNP,O
SUPER,NNP,O
E,NNP,O
CARB,NNP,O
4,CD,O
INCH,NNP,O
OPEN,NNP,O
BELT,NNP,O
DRIVE,NNP,O
LOOKS,NNP,O
AND,NNP,O
RUNS,NNP,O
EXCELLENT,NNP,O
CLEAR,NNP,O
CALIFORNIA,NNP,O
PINK,NNP,O
ASKING,NNP,O
$,$,O
"6,000",CD,P
FOR,NNP,O
DETAILS,NNP,O
CONTACT,NNP,O
MIKE,NNP,O
AT,NNP,O
PACIFIC,NNP,O
COAST,NNP,O
CYCLES,NNP,O
THIS,NNP,O
IS,VBZ,O
A,DT,O
LAND,NNP,O
LINE,NNP,O
",",",",O
PLEASE,NNP,O
NO,NNP,O
TEXT,NNP,O
MESSAGES,NNP,O
SERIOUS,NNP,O
BUYERS,NNP,O
ONLY,NNP,O
",",",",O
PLEASE,NNP,O
