For,IN,O
Sale,NNP,O
is,VBZ,O
my,PRP$,O
2006,CD,O
Suzuki,NNP,O
Boulevard,NNP,O
M50,NNP,O
cruiser,NN,O
motorcycle,NN,O
",",",",O
with,IN,O
very,RB,O
low,JJ,O
miles,NNS,O
only,RB,O
"2,300",CD,O
miles,NNS,O
on,IN,O
it,PRP,O
.,.,O
Runs,RB,O
good,JJ,O
as,IN,O
it,PRP,O
should,MD,O
cosmetically,RB,O
in,IN,O
excellent,JJ,O
condition,NN,O
no,DT,O
scratches,NNS,O
or,CC,O
dings,NNS,O
and,CC,O
never,RB,O
been,VBN,O
dropped,VBN,O
.,.,O
The,DT,O
bike,NN,O
still,RB,O
has,VBZ,O
its,PRP$,O
original,JJ,O
tires,NNS,O
with,IN,O
lots,NNS,O
of,IN,O
thread,NN,O
.,.,O
Its,PRP$,O
electric,JJ,O
start,NN,O
and,CC,O
fuel,NN,O
injected,VBN,O
.,.,O
I,PRP,O
modified,VBD,O
the,DT,O
exhaust,NN,O
by,IN,O
removing,VBG,O
the,DT,O
inner,JJ,O
muffling,NN,O
pipes,NNS,O
and,CC,O
it,PRP,O
sounds,VBZ,O
amazing,JJ,O
.,.,O
I,PRP,O
'm,VBP,O
asking,VBG,O
$,$,O
"4,000",CD,P
or,CC,O
best,JJS,O
offer,NN,O
.,.,O
Do,VBP,O
n't,RB,O
bother,VB,O
with,IN,O
low,JJ,O
offers,NNS,O
.,.,O
