This,DT,O
is,VBZ,O
a,DT,O
1980,CD,O
750,CD,O
k,NN,O
with,IN,O
6000,CD,O
miles,NNS,O
on,IN,O
it,PRP,O
.,.,O
Recently,RB,O
did,VBD,O
all,DT,O
for,IN,O
carburetors,NNS,O
",",",",O
has,VBZ,O
new,JJ,O
spark,NN,O
plugs,NNS,O
replaced,VBD,O
fork,NN,O
seals,NNS,O
",",",",O
new,JJ,O
front,NN,O
tire,NN,O
with,IN,O
new,JJ,O
stainless,NN,O
steel,NN,O
Spokes,NNP,O
and,CC,O
new,JJ,O
DID,NNP,O
rim,VB,O
new,JJ,O
seat,NN,O
cover,NN,O
.,.,O
Recent,JJ,O
synthetic,JJ,O
oil,NN,O
change,NN,O
done,VBN,O
",",",",O
has,VBZ,O
been,VBN,O
run,VBN,O
and,CC,O
maintained,VBN,O
on,IN,O
synthetic,JJ,O
Amsoil,NNP,O
.,.,O
purchased,VBD,O
this,DT,O
bike,NN,O
from,IN,O
the,DT,O
original,JJ,O
owner,NN,O
with,IN,O
just,RB,O
a,DT,O
little,JJ,O
over,IN,O
"1,400",CD,O
miles,NNS,O
and,CC,O
have,VBP,O
had,VBN,O
no,DT,O
problems,NNS,O
at,IN,O
all,DT,O
during,IN,O
the,DT,O
rest,NN,O
of,IN,O
the,DT,O
mileage,NN,O
has,VBZ,O
the,DT,O
original,JJ,O
brake,NN,O
pads,NNS,O
and,CC,O
brake,NN,O
shoes,NNS,O
original,JJ,O
sprockets,NNS,O
and,CC,O
a,DT,O
new,JJ,O
chain,NN,O
has,VBZ,O
slight,VBN,O
pulsating,VBG,O
in,IN,O
front,JJ,O
rotor,NN,O
but,CC,O
not,RB,O
bad,JJ,O
would,MD,O
drive,VB,O
the,DT,O
way,NN,O
it,PRP,O
is,VBZ,O
until,IN,O
new,JJ,O
front,JJ,O
tire,NN,O
tire,NN,O
on,IN,O
the,DT,O
back,NN,O
could,MD,O
use,VB,O
replacing,VBG,O
but,CC,O
safe,JJ,O
to,TO,O
drive,VB,O
battery,NN,O
is,VBZ,O
approaching,VBG,O
2,CD,O
years,NNS,O
old,JJ,O
so,RB,O
could,MD,O
be,VB,O
replaced,VBN,O
all,DT,O
electrical,JJ,O
works,NNS,O
drives,NNS,O
and,CC,O
shift,VB,O
smoothly,RB,O
with,IN,O
plenty,NN,O
of,IN,O
power,NN,O
just,RB,O
reduced,VBN,O
to,TO,O
$,$,O
2750,CD,P
call,NN,O
Ivan,NNP,O
at,IN,O
anytime,RB,O
would,MD,O
consider,VB,O
trading,NN,O
1975,CD,O
and,CC,O
earlier,JJR,O
cars,NNS,O
or,CC,O
trucks,NNS,O
or,CC,O
other,JJ,O
motorcycles,NNS,O
