I,PRP,O
have,VBP,O
a,DT,O
1978,CD,O
Honda,NNP,O
cb750,NN,O
for,IN,O
sale,NN,O
It,PRP,O
has,VBZ,O
a,DT,O
76,CD,O
motor,NN,O
in,IN,O
it,PRP,O
Bare,NNP,O
bones,VBZ,O
No,NNP,O
spedo,NN,O
No,NNP,O
tach,NN,O
No,NNP,O
electric,JJ,O
start,NN,O
No,NNP,O
blinkers,NNS,O
Kickstart,NNP,O
only,RB,O
-,:,O
first,JJ,O
couple,NN,O
tries,VBZ,O
New,NNP,O
fork,NN,O
seal,NN,O
Newer,NNP,O
tires,VBZ,O
Timing,NNP,O
just,RB,O
done,VBN,O
New,NNP,O
oil,NN,O
New,NNP,O
HO,NNP,O
plugs,VBZ,O
New,NNP,O
brake,NN,O
light,NN,O
Rebuilt,NNP,O
front,JJ,O
brake,NN,O
Registered,NNP,O
and,CC,O
tagged,VBN,O
Have,VBP,O
pink,VBN,O
slip,NN,O
in,IN,O
hand,NN,O
.,.,O
This,DT,O
bike,NN,O
is,VBZ,O
40,CD,O
years,NNS,O
old,JJ,O
and,CC,O
it,PRP,O
shows,VBZ,O
It,PRP,O
runs,VBZ,O
like,IN,O
a,DT,O
top,JJ,O
but,CC,O
is,VBZ,O
not,RB,O
the,DT,O
prettiest,JJS,O
thing,NN,O
on,IN,O
the,DT,O
road,NN,O
Tank,NNP,O
paint,NN,O
is,VBZ,O
old,JJ,O
frame,NN,O
paint,NN,O
is,VBZ,O
old,JJ,O
it,PRP,O
's,VBZ,O
all,DT,O
old,JJ,O
.,.,O
Leaks,VB,O
some,DT,O
gas,NN,O
out,IN,O
of,IN,O
carb,NN,O
1,CD,O
when,WRB,O
leaning,VBG,O
on,IN,O
stand,NN,O
-,:,O
sticky,JJ,O
float,NN,O
Has,NNP,O
some,DT,O
really,RB,O
cool,JJ,O
parts,NNS,O
from,IN,O
the,DT,O
70s,CD,O
on,IN,O
it,PRP,O
This,DT,O
bike,NN,O
runs,VBZ,O
great,JJ,O
it,PRP,O
's,VBZ,O
worth,IN,O
a,DT,O
look,NN,O
!,.,O
I,PRP,O
ride,VBP,O
it,PRP,O
from,IN,O
la,NN,O
to,TO,O
port,VB,O
hueneme,NN,O
and,CC,O
back,RB,O
often,RB,O
.,.,O
Make,VB,O
an,DT,O
offer,NN,O
I,PRP,O
'm,VBP,O
moving,VBG,O
and,CC,O
ca,MD,O
n't,RB,O
take,VB,O
it,PRP,O
with,IN,O
me,PRP,O
!,.,O
3200,CD,P
obo,NN,O
CASH,NNP,O
ONLY,NNP,O
!,.,O
I,PRP,O
do,VBP,O
n't,RB,O
need,VB,O
help,VB,O
selling,VBG,O
this,DT,O
I,PRP,O
do,VBP,O
n't,RB,O
want,VB,O
your,PRP$,O
check,NN,O
or,CC,O
any,DT,O
of,IN,O
your,PRP$,O
other,JJ,O
bullshit,JJ,O
scams,NNS,O
.,.,O
Eight,NNP,O
-,:,O
oh,SYM,O
-,:,O
five,CD,O
-,:,O
889,CD,O
-,:,O
1833,CD,O
