2012,CD,O
Triumph,NNP,O
Scrambler,NNP,O
with,IN,O
low,JJ,O
mileage,NN,O
and,CC,O
extra,JJ,O
goodies,NNS,O
.,.,O
Rad,NNP,O
Olive,NNP,O
drab,NN,O
color,NN,O
.,.,O
Have,VBP,O
n't,RB,O
rode,VB,O
it,PRP,O
since,IN,O
last,JJ,O
service,NN,O
(,(,O
March,NNP,O
2017,CD,O
),),O
only,RB,O
from,IN,O
shop,NN,O
to,TO,O
home,NN,O
.,.,O
Last,JJ,O
service,NN,O
included,VBD,O
full,JJ,O
tune,NN,O
up,RP,O
plus,CC,O
new,JJ,O
chain,NN,O
",",",",O
sprocket,NN,O
and,CC,O
new,JJ,O
Pirelli,NNP,O
tires,NNS,O
.,.,O
Some,DT,O
of,IN,O
the,DT,O
custom,NN,O
work,NN,O
includes,VBZ,O
renthal,JJ,O
bars,NNS,O
",",",",O
mirrors,NNS,O
",",",",O
after,IN,O
market,NN,O
blinkers,NNS,O
",",",",O
and,CC,O
D,NNP,O
&,CC,O
D,NNP,O
exhaust,NN,O
.,.,O
Light,NNP,O
rust,NN,O
on,IN,O
rims,NNS,O
but,CC,O
can,MD,O
probably,RB,O
get,VB,O
cleaned,VBN,O
out,RP,O
.,.,O
Real,JJ,O
fun,NN,O
machine,NN,O
with,IN,O
good,JJ,O
amount,NN,O
of,IN,O
torque,NN,O
.,.,O
Great,NNP,O
for,IN,O
long,JJ,O
trips,NNS,O
and,CC,O
off,RP,O
road,NN,O
ones,NNS,O
too,RB,O
!,.,O
Plus,CC,O
the,DT,O
seat,NN,O
is,VBZ,O
extra,JJ,O
comfy,NN,O
if,IN,O
you,PRP,O
got,VBD,O
a,DT,O
boney,NN,O
ass,NN,O
like,IN,O
me,PRP,O
.,.,O
Not,RB,O
in,IN,O
real,JJ,O
need,NN,O
to,TO,O
sell,VB,O
it,PRP,O
so,RB,O
no,RB,O
low,JJ,O
balling,NN,O
or,CC,O
trades,NNS,O
.,.,O
Have,VBP,O
questions,NNS,O
just,RB,O
text,RB,O
.,.,O
$,$,O
"8,000",CD,P
obo,NN,O
