1996,CD,O
HARLEY,NNP,O
DAVIDSON,NNP,O
ELECTRA,NNP,O
GLIDE,NNP,O
1340,CD,O
CC,NNP,O
EVOLUTION,NNP,O
MOTOR,NNP,O
5,CD,O
SPEED,NNP,O
TRANSMISSION,NNP,O
"52,000",CD,O
ORIGINAL,NNP,O
MILES,NNP,O
THIS,NNP,O
BIKE,NNP,O
HAS,NNP,O
BEEN,NNP,O
MAINTAINED,NNP,O
AND,NNP,O
KEPT,NNP,O
IN,NNP,O
PERFECT,NNP,O
CONDITION,NNP,O
CURRENT,NNP,O
REGISTRATION,NNP,O
CLEAR,NNP,O
CALIFORNIA,NNP,O
TITLE,NNP,O
ASKING,NNP,O
$,$,O
"7,500",CD,P
OBO,NNP,O
FOR,NNP,O
DETAILS,NNP,O
CONTACT,NNP,O
MIKE,NNP,O
AT,NNP,O
PACIFIC,NNP,O
COAST,NNP,O
CYCLES,NNP,O
THIS,NNP,O
IS,VBZ,O
A,DT,O
LAND,NNP,O
LINE,NNP,O
",",",",O
PLEASE,NNP,O
NO,NNP,O
TEXT,NNP,O
MESSAGES,NNP,O
SERIOUS,NNP,O
BUYERS,NNP,O
ONLY,NNP,O
",",",",O
PLEASE,NNP,O
