2002,CD,O
SPECIAL,NNP,O
CONSTRUCTION,NNP,O
FXST,NNP,O
EVOLUTION,NNP,O
MOTOR,NNP,O
5,CD,O
SPEED,NNP,O
TRANSMISSION,NNP,O
WIDE,NNP,O
GLIDE,NNP,O
FRONT,NNP,O
END,NNP,O
21,CD,O
INCH,NNP,O
FRONT,NNP,O
WHEEL,NNP,O
180,CD,O
BY,NNP,O
16,CD,O
REAR,NNP,O
WHEEL,NNP,O
LOOKS,NNP,O
AND,NNP,O
RUNS,NNP,O
EXCELLENT,NNP,O
CLEAR,NNP,O
CALIFORNIA,NNP,O
TITLE,NNP,O
ASKING,NNP,O
$,$,O
"6,000",CD,P
FOR,NNP,O
DETAILS,NNP,O
CONTACT,NNP,O
MIKE,NNP,O
AT,NNP,O
PACIFIC,NNP,O
COAST,NNP,O
CYCLES,NNP,O
THIS,NNP,O
IS,VBZ,O
A,DT,O
LAND,NNP,O
LINE,NNP,O
",",",",O
PLEASE,NNP,O
NO,NNP,O
TEXT,NNP,O
MESSAGES,NNP,O
SERIOUS,NNP,O
BUYERS,NNP,O
ONLY,NNP,O
",",",",O
PLEASE,NNP,O
