Good,JJ,O
looking,VBG,O
bike,NN,O
",",",",O
runs,VBZ,O
strong,JJ,O
!,.,O
Has,VBZ,O
a,DT,O
custom,NN,O
pipe,NN,O
with,IN,O
custom,JJ,O
wrap,NN,O
.,.,O
Added,VBD,O
chrome,JJ,O
side,NN,O
fairings,NNS,O
",",",",O
has,VBZ,O
small,JJ,O
dent,NN,O
on,IN,O
the,DT,O
tank,NN,O
from,IN,O
previous,JJ,O
owner,NN,O
.,.,O
I,PRP,O
've,VBP,O
only,RB,O
had,VBD,O
it,PRP,O
for,IN,O
a,DT,O
year,NN,O
and,CC,O
maybe,RB,O
put,VBD,O
another,DT,O
1000,CD,O
miles,NNS,O
on,IN,O
it,PRP,O
.,.,O
It,PRP,O
has,VBZ,O
been,VBN,O
in,IN,O
the,DT,O
garage,NN,O
the,DT,O
whole,JJ,O
time,NN,O
I,PRP,O
've,VBP,O
owned,VBN,O
it,PRP,O
.,.,O
I,PRP,O
'm,VBP,O
moving,VBG,O
and,CC,O
need,VBP,O
the,DT,O
cash,NN,O
.,.,O
See,VB,O
the,DT,O
pictures,NNS,O
",",",",O
I,PRP,O
will,MD,O
post,VB,O
a,DT,O
video,NN,O
of,IN,O
me,PRP,O
starting,VBG,O
it,PRP,O
up,RP,O
after,IN,O
it,PRP,O
sat,VBD,O
for,IN,O
a,DT,O
month,NN,O
.,.,O
Test,NNP,O
drive,NN,O
ok,NN,O
if,IN,O
you,PRP,O
have,VBP,O
cash,NN,O
in,IN,O
hand,NN,O
.,.,O
Serious,JJ,O
buyers,NNS,O
only,RB,O
",",",",O
please,VB,O
no,DT,O
outrageous,JJ,O
low,JJ,O
ballers,NNS,O
.,.,O
