1999,CD,O
HARLEY,NNP,O
DAVIDSON,NNP,O
ROAD,NNP,O
KING,NNP,O
TWIN,NNP,O
CAM,NNP,O
MOTOR,NNP,O
5,CD,O
SPEED,NNP,O
TRANSMISSION,NNP,O
TOTALLY,NNP,O
CUSTOM,NNP,O
BIKE,NNP,O
"31,945",CD,O
MILES,NNP,O
SALVAGE,NNP,O
TITLE,NNP,O
BIKE,NNP,O
HAS,NNP,O
NO,NNP,O
SADDLE,NNP,O
BAGS,NNP,O
AND,NNP,O
BENT,NNP,O
FRONT,NNP,O
RIM,NNP,O
STILL,NNP,O
LOOKS,NNP,O
AND,NNP,O
RUNS,NNP,O
EXCELLENT,NNP,O
ASKING,NNP,O
$,$,O
"5,800",CD,O
OBO,NNP,O
FOR,NNP,O
DETAILS,NNP,O
CONTACT,NNP,O
MIKE,NNP,O
AT,NNP,O
PACIFIC,NNP,O
COAST,NNP,O
CYCLES,NNP,O
THIS,NNP,O
IS,VBZ,O
A,DT,O
LAND,NNP,O
LINE,NNP,O
",",",",O
PLEASE,NNP,O
NO,NNP,O
TEXT,NNP,O
MESSAGES,NNP,O
SERIOUS,NNP,O
BUYERS,NNP,O
ONLY,NNP,O
",",",",O
PLEASE,NNP,O
