2000,CD,O
honda,NN,O
xr50,NNP,O
unmolested,VBD,O
all,DT,O
stock,NN,O
.,.,O
great,JJ,O
shape,NN,O
current,JJ,O
registration,NN,O
and,CC,O
title,NN,O
in,IN,O
hand.moving,VBG,O
must,MD,O
sale.my,VB,O
son,NN,O
just,RB,O
was,VBD,O
not,RB,O
Into,NNP,O
riding,NN,O
:,:,O
(,(,O
Also,RB,O
have,VBP,O
all,DT,O
fox,NNS,O
gear,VBP,O
to,TO,O
match,VB,O
like,IN,O
new,JJ,O
helmet,NN,O
chest,NN,O
protector,NN,O
jersey,NN,O
pants,NNS,O
knee,VBP,O
&,CC,O
elbow,VBP,O
pads,NNS,O
.,.,O
Like,IN,O
100,CD,O
$,$,O
please,VB,O
call,NN,O
or,CC,O
txt,NN,O
No,NNPS,O
lowballers,NNS,O
my,PRP$,O
price,NN,O
is,VBZ,O
best,RBS,O
one,CD,O
on,IN,O
craigslist,NN,O
and,CC,O
great,JJ,O
shape,NN,O
