Selling,VBG,O
my,PRP$,O
04,CD,O
DRZ400E,NNP,O
(,(,O
dirt,NN,O
only,RB,O
model,NN,O
),),O
Bike,NNP,O
runs,VBZ,O
great,JJ,O
never,RB,O
had,VBD,O
any,DT,O
problems,NNS,O
I,PRP,O
am,VBP,O
second,JJ,O
owner,NN,O
and,CC,O
I,PRP,O
've,VBP,O
put,VBN,O
about,IN,O
11,CD,O
hours,NNS,O
on,IN,O
it,PRP,O
in,IN,O
the,DT,O
8,CD,O
or,CC,O
so,RB,O
years,NNS,O
I,PRP,O
owned,VBD,O
it,PRP,O
.,.,O
Electric,NNP,O
start,NN,O
",",",",O
Back,NNP,O
tire,NN,O
is,VBZ,O
close,RB,O
to,TO,O
new,JJ,O
only,RB,O
3,CD,O
hours,NNS,O
on,IN,O
it,PRP,O
if,IN,O
that,DT,O
.,.,O
Yoshimura,CC,O
full,JJ,O
exhaust,NN,O
",",",",O
new,JJ,O
battery,NN,O
",",",",O
protaper,IN,O
bars,NNS,O
graphics,NNS,O
and,CC,O
seat,NN,O
cover,NN,O
!,.,O
Registers,NNPS,O
till,IN,O
June,NNP,O
2018,CD,O
2200,CD,O
obo,IN,O
no,DT,O
low,JJ,O
ballers,NNS,O
this,DT,O
is,VBZ,O
a,DT,O
good,JJ,O
price,NN,O
for,IN,O
this,DT,O
bike,NN,O
!,.,O
Also,RB,O
have,VBP,O
a,DT,O
couple,NN,O
5,CD,O
g,NN,O
gas,NN,O
tanks,NNS,O
and,CC,O
a,DT,O
stand,NN,O
that,WDT,O
was,VBD,O
70,CD,O
bucks,NNS,O
Dirt,NNP,O
bike,NN,O
",",",",O
Honda,NNP,O
",",",",O
Kawasaki,NNP,O
",",",",O
Ktm,NNP,O
",",",",O
drz,NN,O
