I,PRP,O
have,VBP,O
an,DT,O
awesome,JJ,O
",",",",O
perfectly,RB,O
maintained,VBN,O
motorcycle,NN,O
ready,JJ,O
to,TO,O
start,VB,O
a,DT,O
new,JJ,O
adventure,NN,O
.,.,O
This,DT,O
bike,NN,O
is,VBZ,O
in,IN,O
perfect,JJ,O
shape,NN,O
",",",",O
must,MD,O
see,VB,O
to,TO,O
appreciate,VB,O
.,.,O
2016,CD,O
Burgman,NNP,O
Exec,NNP,O
FOR,NNP,O
SALE,NNP,O
Selling,NNP,O
my,PRP$,O
2016,CD,O
Bergman,NNP,O
Exec,NNP,O
650,CD,O
.,.,O
Perfect,VB,O
condition,NN,O
only,RB,O
has,VBZ,O
"2,150",CD,O
easy,JJ,O
miles,NNS,O
.,.,O
Gel,NNP,O
pad,JJ,O
seat,NN,O
with,IN,O
sheep,JJ,O
skin,NN,O
cover,NN,O
(,(,O
black,JJ,O
),),O
Extended,VBD,O
back,RB,O
rest,JJ,O
Windshield,NNP,O
Extension,NNP,O
for,IN,O
taller,NN,O
riders,NNS,O
Asking,VBG,O
$,$,O
"8,250.00",CD,O
The,DT,O
reason,NN,O
for,IN,O
selling,NN,O
is,VBZ,O
I,PRP,O
am,VBP,O
too,RB,O
old,JJ,O
for,IN,O
two,CD,O
wheels,NNS,O
.,.,O
Located,VBN,O
in,IN,O
Grants,NNP,O
Pass,NNP,O
",",",",O
OR,NNP,O
Contact,NNP,O
Tom,NNP,O
at,IN,O
541-four,JJ,O
79-4365,JJ,O
Clean,NNP,O
title,NN,O
