Hello,NNP,O
everyone,NN,O
",",",",O
I,PRP,O
'm,VBP,O
selling,VBG,O
my,PRP$,O
2013,CD,O
PIAG/VESPA,NNP,O
LX/S,NNP,O
150,CD,O
because,IN,O
I,PRP,O
'm,VBP,O
moving,VBG,O
.,.,O
It,PRP,O
's,VBZ,O
in,IN,O
great,JJ,O
shape,NN,O
",",",",O
only,RB,O
has,VBZ,O
a,DT,O
few,JJ,O
scuffs,NNS,O
as,IN,O
you,PRP,O
can,MD,O
see,VB,O
in,IN,O
the,DT,O
pictures,NNS,O
.,.,O
It,PRP,O
comes,VBZ,O
with,IN,O
a,DT,O
helmet,NN,O
(,(,O
I,PRP,O
will,MD,O
update,VB,O
with,IN,O
image,NN,O
of,IN,O
helmet,JJ,O
soon,RB,O
),),O
-,:,O
It,PRP,O
has,VBZ,O
"8,000",CD,O
miles,NNS,O
",",",",O
runs,VBZ,O
great,JJ,O
and,CC,O
everything,NN,O
is,VBZ,O
up,RP,O
to,TO,O
date,NN,O
.,.,O
Cash,NNP,O
only,RB,O
.,.,O
No,DT,O
trades,NNS,O
.,.,O
