2007,CD,O
Harley,NNP,O
Davidson,NNP,O
Fat,NNP,O
Boy,NNP,O
model,NN,O
#,#,O
XLSTF,NNP,O
Black,NNP,O
Cherry,NNP,O
w/lots,NNS,O
of,IN,O
chrome,NN,O
",",",",O
screaming,VBG,O
eagle,JJ,O
pipes,NNS,O
",",",",O
crash,NN,O
bar,NN,O
and,CC,O
much,RB,O
more,RBR,O
.,.,O
Asking,VBG,O
$,$,O
"8,500",CD,O
or,CC,O
will,MD,O
trade,VB,O
for,IN,O
a,DT,O
Toyota,NNP,O
truck,NN,O
of,IN,O
eaqual,JJ,O
value,NN,O
.,.,O
Call,VB,O
leave,JJ,O
mesg,NN,O
for,IN,O
Bryan,NNP,O
.,.,O
