1982,CD,O
HONDA,NNP,O
CM450E,NNP,O
VINTAGE,NNP,O
",",",",O
engine,NN,O
size,NN,O
450cc,CD,O
19583,CD,O
original,JJ,O
miles,NNS,O
Clean,JJ,O
title,NN,O
in,IN,O
hand,NN,O
New,NNP,O
engine,NN,O
oil,NN,O
Castrol,NNP,O
New,NNP,O
K,NNP,O
&,CC,O
N,NNP,O
oil,NN,O
filter,NN,O
New,NNP,O
air,NN,O
filter,RB,O
New,NNP,O
spark,NN,O
plugs,NNS,O
NGK,NNP,O
iridium,NN,O
Sounds,NNP,O
amazing,JJ,O
Garage,NNP,O
kept,VBD,O
Small,NNP,O
dings,NNS,O
It,PRP,O
needs,VBZ,O
some,DT,O
work,NN,O
with,IN,O
clutch,NN,O
and,CC,O
brakes,NNS,O
",",",",O
I,PRP,O
do,VBP,O
n't,RB,O
have,VB,O
time,NN,O
to,TO,O
fix,VB,O
it,PRP,O
NEEDS,NNP,O
CARBURETOR,NNP,O
SERVICE,NNP,O
",",",",O
NOT,NNP,O
RUNNING,NNP,O
Current,NNP,O
tags,RB,O
good,JJ,O
thru,NN,O
Jun,NNP,O
2016,CD,O
No,NNP,O
low,JJ,O
ballers,NNS,O
offers,NNS,O
",",",",O
NO,NNP,O
payments,NNS,O
",",",",O
NO,NNP,O
trades,NNS,O
",",",",O
serious,JJ,O
buyers,NNS,O
and,CC,O
test,NN,O
ride,NN,O
with,IN,O
cash,NN,O
on,IN,O
hand,NN,O
and,CC,O
M1,NNP,O
license,NN,O
",",",",O
you,PRP,O
are,VBP,O
more,JJR,O
then,RB,O
welcome,VB,O
to,TO,O
bring,VB,O
your,PRP$,O
mechanic,NN,O
.,.,O
Contactame,NNP,O
",",",",O
tambien,NN,O
hablo,NN,O
espanol,IN,O
323-833-cero-three-84,JJ,O
I,PRP,O
never,RB,O
sell,VBP,O
shit,RB,O
",",",",O
feel,VB,O
confortable,JJ,O
",",",",O
you,PRP,O
can,MD,O
check,VB,O
my,PRP$,O
ebay,JJ,O
feedback,NN,O
upon,IN,O
request,NN,O
",",",",O
I,PRP,O
have,VBP,O
a,DT,O
garage,NN,O
of,IN,O
bikes,NNS,O
",",",",O
need,VBP,O
some,DT,O
room,NN,O
for,IN,O
new,JJ,O
projects,NNS,O
