2002,CD,O
yamaha,JJ,O
v-star,JJ,O
1100cc,CD,O
custom,NN,O
cruiser,NN,O
.,.,O
has,VBZ,O
custom,NN,O
indian,JJ,O
vintage,NN,O
style,NN,O
bodywork,NN,O
/,NNP,O
vintage,NN,O
harley,NN,O
style,NN,O
bobber,SYM,O
-,:,O
cruiser,NN,O
",",",",O
low,JJ,O
miles,NNS,O
",",",",O
lots,NNS,O
of,IN,O
chrome,NN,O
.,.,O
white,JJ,O
walls,NNS,O
were,VBD,O
sprayed,VBN,O
on,IN,O
and,CC,O
chipped,VBD,O
a,DT,O
bit,NN,O
-,:,O
tires,NNS,O
are,VBP,O
not,RB,O
damaged,VBN,O
.,.,O
lots,NNS,O
of,IN,O
time,NN,O
and,CC,O
money,NN,O
invested,VBN,O
in,IN,O
this,DT,O
custom,NN,O
build,NN,O
.,.,O
total,JJ,O
cost,NN,O
including,VBG,O
cost,NN,O
of,IN,O
bike,NN,O
and,CC,O
pro,JJ,O
fabrication,NN,O
was,VBD,O
15k,CD,O
plus,NN,O
.,.,O
my,PRP$,O
loss,NN,O
$,$,O
3200,CD,O
obo,NN,O
.,.,O
