Totally,RB,O
Blacked-out,NNP,O
Harley,NNP,O
Davidson,NNP,O
Iron,NNP,O
Sportster,NNP,O
883,CD,O
for,IN,O
sale,NN,O
by,IN,O
Original,NNP,O
Owner,NNP,O
.,.,O
Purchased,VBD,O
new,JJ,O
from,IN,O
Glendale,NNP,O
HD,NNP,O
.,.,O
Multiple,NNP,O
upgrades,NNS,O
included,VBD,O
(,(,O
all,DT,O
installed,VBN,O
by,IN,O
Glendale,NNP,O
HD,NNP,O
per,IN,O
dealer,NN,O
standards,NNS,O
),),O
:,:,O
Black,NNP,O
thunderheader,NN,O
pipes,NNS,O
with,IN,O
custom,NN,O
exhaust,NN,O
",",",",O
Mustang,NNP,O
touring,VBG,O
seat,NN,O
",",",",O
HD,NNP,O
freeway,RB,O
pegs,VBZ,O
(,(,O
standard,JJ,O
mid-controls,NNS,O
),),O
",",",",O
easy,JJ,O
detach,NN,O
windshield,NN,O
",",",",O
HD,NNP,O
detachable,JJ,O
sissybar,NN,O
.,.,O
Bike,NNP,O
has,VBZ,O
not,RB,O
been,VBN,O
in,IN,O
any,DT,O
accidents,NNS,O
and,CC,O
has,VBZ,O
never,RB,O
been,VBN,O
dropped,VBD,O
or,CC,O
laid,VBD,O
down,RB,O
.,.,O
Current,JJ,O
registration,NN,O
on,IN,O
the,DT,O
bike,NN,O
with,IN,O
up-to-date,JJ,O
stickers,NNS,O
and,CC,O
paperwork,NN,O
.,.,O
Bike,NNP,O
has,VBZ,O
been,VBN,O
kept,VBN,O
in,IN,O
private,JJ,O
parking,NN,O
and,CC,O
covered,VBN,O
.,.,O
Incredibly,RB,O
easy,JJ,O
to,TO,O
control,VB,O
bike,NN,O
",",",",O
whether,IN,O
cruising,VBG,O
or,CC,O
splitting,VBG,O
lanes,NNS,O
on,IN,O
freeways,NNS,O
across,IN,O
LA,NNP,O
.,.,O
A,DT,O
fast,JJ,O
and,CC,O
maneuverable,JJ,O
bike,NN,O
",",",",O
it,PRP,O
's,VBZ,O
great,JJ,O
for,IN,O
riding,VBG,O
around,IN,O
the,DT,O
city,NN,O
or,CC,O
strapping,VBG,O
bags,NNS,O
to,TO,O
the,DT,O
sissybar,NN,O
for,IN,O
some,DT,O
distance,NN,O
touring,NN,O
.,.,O
Plenty,NNP,O
powerful,JJ,O
and,CC,O
the,DT,O
thunderheader,NN,O
pipes,NNS,O
make,VBP,O
sure,JJ,O
that,IN,O
all,DT,O
cars,NNS,O
near,IN,O
will,MD,O
you,PRP,O
will,MD,O
watch,VB,O
out,RP,O
while,IN,O
you,PRP,O
're,VBP,O
riding,VBG,O
.,.,O
I,PRP,O
've,VBP,O
never,RB,O
been,VBN,O
cut,VBN,O
off,RP,O
by,IN,O
any,DT,O
cars,NNS,O
since,IN,O
having,VBG,O
the,DT,O
pipes,NNS,O
installed,VBN,O
-,:,O
a,DT,O
great,JJ,O
way,NN,O
to,TO,O
stay,VB,O
safe,JJ,O
.,.,O
All,DT,O
maintenance,NN,O
done,VBN,O
on,IN,O
schedule,NN,O
by,IN,O
Glendale,NNP,O
HD,NNP,O
and,CC,O
records,NNS,O
of,IN,O
all,DT,O
maintenance,NN,O
available,JJ,O
.,.,O
New,NNP,O
tires,NNS,O
installed,VBD,O
at,IN,O
18k,CD,O
miles,NNS,O
.,.,O
More,JJR,O
pictures,NNS,O
available,JJ,O
and,CC,O
can,MD,O
schedule,VB,O
a,DT,O
time,NN,O
to,TO,O
view,VB,O
the,DT,O
bike,NN,O
.,.,O
