Selling,VBG,O
Honda,NNP,O
CBR500R,NNP,O
",",",",O
was,VBD,O
used,VBN,O
as,IN,O
a,DT,O
daily,JJ,O
commuter,NN,O
bike,NN,O
from,IN,O
home,NN,O
to,TO,O
school,NN,O
.,.,O
The,DT,O
commute,NN,O
is,VBZ,O
only,RB,O
about,RB,O
10,CD,O
miles,NNS,O
so,RB,O
not,RB,O
many,JJ,O
miles,NNS,O
were,VBD,O
put,VBN,O
on,IN,O
for,IN,O
the,DT,O
year,NN,O
that,IN,O
I,PRP,O
've,VBP,O
had,VBD,O
the,DT,O
bike,NN,O
in,IN,O
my,PRP$,O
possession,NN,O
.,.,O
I,PRP,O
am,VBP,O
the,DT,O
second,JJ,O
owner,NN,O
",",",",O
this,DT,O
was,VBD,O
my,PRP$,O
beginning,VBG,O
learning,VBG,O
bike,NN,O
and,CC,O
am,VBP,O
currently,RB,O
ready,JJ,O
for,IN,O
an,DT,O
upgrade,NN,O
.,.,O
Definitely,RB,O
a,DT,O
difficult,JJ,O
split,NN,O
but,CC,O
am,VBP,O
ready,JJ,O
for,IN,O
something,NN,O
more,RBR,O
powerful,JJ,O
.,.,O
Great,NNP,O
started,VBD,O
bike,NN,O
for,IN,O
someone,NN,O
looking,VBG,O
to,TO,O
learn,VB,O
",",",",O
lots,NNS,O
of,IN,O
forgiveness,NN,O
and,CC,O
the,DT,O
exhaust,NN,O
has,VBZ,O
been,VBN,O
upgraded,VBN,O
from,IN,O
stock,NN,O
.,.,O
