Needs,NNS,O
fixing,VBG,O
!,.,O
It,PRP,O
's,VBZ,O
been,VBN,O
sitting,VBG,O
for,IN,O
a,DT,O
long,JJ,O
time,NN,O
",",",",O
more,JJR,O
than,IN,O
3,CD,O
years,NNS,O
",",",",O
not,RB,O
running,VBG,O
and,CC,O
no,DT,O
ignition,NN,O
key,NN,O
!,.,O
Almost,NNP,O
$,$,O
700,CD,O
on,IN,O
dmv,NN,O
fees,NNS,O
.,.,O
Pink,NNP,O
slip,NN,O
on,IN,O
hand,NN,O
but,CC,O
not,RB,O
under,IN,O
my,PRP$,O
name,NN,O
!,.,O
If,IN,O
ad,NN,O
still,RB,O
up,RP,O
then,RB,O
scooter,NN,O
still,RB,O
available,JJ,O
",",",",O
I,PRP,O
will,MD,O
not,RB,O
hold,VB,O
the,DT,O
scooter,NN,O
or,CC,O
delete,VB,O
the,DT,O
ad,NN,O
for,IN,O
you,PRP,O
",",",",O
PLEASE,NNP,O
DO,VBP,O
N'T,NNP,O
WASTE,VB,O
MY,NNP,O
TIME,NNP,O
",",",",O
NO,NNP,O
TROLLS,NNP,O
!,.,O
Scooter,NNP,O
available,JJ,O
for,IN,O
pick,NN,O
up,RP,O
weekdays,NNS,O
after,IN,O
6pm,CD,O
no,DT,O
weekends,NN,O
!,.,O
I,PRP,O
do,VBP,O
not,RB,O
deliver,VB,O
!,.,O
Picture,NN,O
of,IN,O
the,DT,O
title,NN,O
is,VBZ,O
up,RP,O
for,IN,O
you,PRP,O
to,TO,O
check,VB,O
the,DT,O
vin,NN,O
number,NN,O
!,.,O
Text,NNP,O
ONLY,NNP,O
!,.,O
for,IN,O
any,DT,O
other,JJ,O
questions,NNS,O
!,.,O
