FOR,IN,O
SALE,NNP,O
:,:,O
2016,CD,O
Yamaha,NNP,O
YZF-R6,NNP,O
(,(,O
R6,NNP,O
),),O
Color,NN,O
:,:,O
Matte,NNP,O
Gray,NNP,O
Mileage,NN,O
:,:,O
"3,600",CD,O
Miles,NNS,O
Location,NNP,O
:,:,O
Temple,NNP,O
City,NNP,O
Price,NNP,O
:,:,O
$,$,O
"8,500",CD,O
Mods,NNS,O
:,:,O
Akrapovic,NNP,O
Slip-on,NNP,O
Saddlemen,NNP,O
Gel,NNP,O
Channel,NNP,O
Seat,NNP,O
Woodcraft,NNP,O
Frame,NNP,O
Sliders,NNP,O
TechSpec,NNP,O
Snakeskin,NNP,O
tank,NN,O
grips/protector,NN,O
Flushmount,NNP,O
Front,NNP,O
Signals,NNP,O
Swing,NNP,O
arm,NN,O
sliders,NNS,O
Fender,NNP,O
Eliminator,NNP,O
Black,NNP,O
Shorty,NNP,O
Levers,NNP,O
All,NNP,O
service,NN,O
done,VBN,O
by,IN,O
dealers,NNS,O
Chain,NNP,O
cleaned,VBD,O
and,CC,O
lubed,VBD,O
every,DT,O
500,CD,O
miles,NNS,O
or,CC,O
whenever,VB,O
it,PRP,O
gets,VBZ,O
wet,JJ,O
Bike,NNP,O
was,VBD,O
dropped,VBN,O
once,RB,O
at,IN,O
low,JJ,O
speed,NN,O
",",",",O
see,VBP,O
pictures,NNS,O
",",",",O
ALL,NNP,O
pictures,VBZ,O
shown,VBN,O
here,RB,O
are,VBP,O
after,IN,O
drop,NN,O
Motul,NNP,O
cleaner/lubes,VBZ,O
Test,NNP,O
ride,NN,O
with,IN,O
Asking,NNP,O
price,NN,O
in,IN,O
FULL,NNP,O
cash,NN,O
in,IN,O
my,PRP$,O
hands,NNS,O
only,RB,O
",",",",O
you,PRP,O
drop,VBP,O
it,PRP,O
you,PRP,O
buy,VBP,O
it***********,JJ,O
