2007,CD,O
Ducati,NNP,O
1098s,CD,O
salvage,NN,O
title,NN,O
.,.,O
Has,VBZ,O
a,DT,O
brand,NN,O
new,JJ,O
clutch,NN,O
and,CC,O
the,DT,O
race,NN,O
package,NN,O
exhaust,NN,O
.,.,O
Wiring,NNP,O
loom,NN,O
caught,VBD,O
fire,NN,O
.,.,O
There,EX,O
is,VBZ,O
n't,RB,O
too,RB,O
much,JJ,O
damage,NN,O
but,CC,O
I,PRP,O
do,VBP,O
n't,RB,O
have,VB,O
the,DT,O
time,NN,O
to,TO,O
fix,VB,O
it,PRP,O
.,.,O
Looks,VBZ,O
like,IN,O
just,RB,O
the,DT,O
battery,NN,O
wiring,NN,O
loom,NN,O
and,CC,O
fairings,NNS,O
need,VBP,O
to,TO,O
be,VB,O
replaced,VBN,O
.,.,O
Could,MD,O
be,VB,O
rebuilt,VBN,O
for,IN,O
less,JJR,O
than,IN,O
$,$,O
1500,CD,O
.,.,O
I,PRP,O
never,RB,O
got,VBD,O
around,IN,O
to,TO,O
it,PRP,O
and,CC,O
am,VBP,O
now,RB,O
downsizing,VBG,O
so,RB,O
its,PRP$,O
got,NN,O
ta,NN,O
go,VBP,O
.,.,O
Part,VB,O
it,PRP,O
out,RP,O
and,CC,O
double,JJ,O
(,(,O
perhaps,RB,O
triple,RB,O
),),O
your,PRP$,O
money,NN,O
.,.,O
If,IN,O
this,DT,O
ad,NN,O
is,VBZ,O
still,RB,O
up,RP,O
then,RB,O
the,DT,O
bike,NN,O
is,VBZ,O
still,RB,O
for,IN,O
sale,NN,O
.,.,O
Anyone,NNP,O
trying,VBG,O
to,TO,O
get,VB,O
a,DT,O
cheaper,JJR,O
price,NN,O
without,IN,O
even,RB,O
inspecting,VBG,O
will,MD,O
be,VB,O
told,VBN,O
they,PRP,O
are,VBP,O
no,RB,O
longer,RBR,O
eligible,JJ,O
to,TO,O
buy,VB,O
the,DT,O
bike,NN,O
.,.,O
