For,IN,O
Sale,NNP,O
:,:,O
BMW,NNP,O
K1200,NNP,O
LT,NNP,O
Miles,NNP,O
:,:,O
28000,CD,O
Model,NN,O
:,:,O
2002,CD,O
This,DT,O
is,VBZ,O
a,DT,O
top,NN,O
of,IN,O
the,DT,O
line,NN,O
luxury,NN,O
touring,VBG,O
bike,NN,O
in,IN,O
excellent,JJ,O
condition,NN,O
with,IN,O
low,JJ,O
low,JJ,O
mikes,NNS,O
.,.,O
Wo,VBP,O
n't,RB,O
last,JJ,O
long,JJ,O
.,.,O
Heated,VBN,O
seats,NNS,O
",",",",O
heated,VBN,O
grips,NNS,O
",",",",O
CD,NNP,O
player,NN,O
",",",",O
Surround,NNP,O
sound,NN,O
",",",",O
new,JJ,O
tires,NNS,O
",",",",O
cruise,NN,O
control,NN,O
",",",",O
and,CC,O
many,JJ,O
more,JJR,O
extras,NNS,O
.,.,O
New,NNP,O
battery,NN,O
",",",",O
new,JJ,O
fuel,NN,O
pump,NN,O
",",",",O
new,JJ,O
tires,NNS,O
",",",",O
serviced,VBD,O
at,IN,O
BMW,NNP,O
.,.,O
Just,NNP,O
serviced,VBD,O
and,CC,O
needs,VBZ,O
nothing,NN,O
!,.,O
These,DT,O
bikes,NNS,O
can,MD,O
be,VB,O
driven,VBN,O
over,IN,O
"200,000",CD,O
miles,NNS,O
.,.,O
Priced,NNP,O
to,TO,O
sale,NN,O
.,.,O
Clean,JJ,O
title,NN,O
in,IN,O
hand,NN,O
.,.,O
Call,NN,O
or,CC,O
text,NN,O
Derick,NNP,O
Serious,NNP,O
buyers,NNS,O
only,RB,O
.,.,O
