2002,CD,O
fxstdse,NN,O
/,NNP,O
fxstd,NN,O
bent,NN,O
frame,NN,O
with,IN,O
screaming,VBG,O
eagle,NN,O
twin,NN,O
cam,NN,O
88,CD,O
engine,NN,O
",",",",O
foot,NN,O
controls,NNS,O
and,CC,O
bent,JJ,O
rear,NN,O
wheel,IN,O
the,DT,O
duece,NN,O
frame,NN,O
can,MD,O
be,VB,O
straightened,VBN,O
and,CC,O
titled,VBN,O
upon,NN,O
build,VB,O
up,RP,O
",",",",O
motor,NN,O
and,CC,O
frame,NN,O
numbers,NNS,O
match,VBP,O
.,.,O
have,VBP,O
insurance,NN,O
bill,NN,O
of,IN,O
sale,NN,O
.,.,O
if,IN,O
this,DT,O
is,VBZ,O
posted,VBN,O
the,DT,O
bike,NN,O
is,VBZ,O
available,JJ,O
.,.,O
please,VB,O
refrain,NN,O
from,IN,O
emailing,VBG,O
``,``,O
is,VBZ,O
this,DT,O
available,JJ,O
'','',O
and,CC,O
sorry,VB,O
",",",",O
no,DT,O
phone,NN,O
number,NN,O
",",",",O
no,DT,O
reply,NN,O
i,VB,O
can,MD,O
deliver,VB,O
locally,RB,O
for,IN,O
a,DT,O
fee,NN,O
.,.,O
Possible,JJ,O
trades,NNS,O
/,VBP,O
cash,NN,O
up,RB,O
or,CC,O
down,RB,O
for,IN,O
...,:,O
Bikes,NNS,O
...,:,O
Aprilia,NNP,O
BMW,NNP,O
ZRX,NNP,O
ZX11,NNP,O
or,CC,O
ZX14,NNP,O
Late,RB,O
70s,CD,O
ironheads,NNS,O
Or,CC,O
pool,NN,O
replaster/remodel,NN,O
.,.,O
